	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	
1	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	
1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	
1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	
0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	
0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	
0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	
1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	
1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	
1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	1	1	
1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0	
1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	
0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	
0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	
0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	
1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	
1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	
0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	
0	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	
1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	0	
0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	
0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	
1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	1	
0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	
1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	
1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	
0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	
0	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	
1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	0	
1	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	1	0	
0	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	
0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0	1	
1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	
0	1	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	
1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	
0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	
0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	
0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	
1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0	
0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	
0	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0	1	0	1	
0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	
0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	
1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	
1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	
1	0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	
1	0	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	
0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	
1	1	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	
1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	
0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	
1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	0	1	1	
1	1	0	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	0	0	1	
0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	
1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	
1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	
